proteinID,geneID
NDUB5_HUMAN,NDUFB5
NDUB3_HUMAN,NDUFB3
NDUA2_HUMAN,NDUFA2
LDB2_HUMAN,LDB2
TCF21_HUMAN,TCF21
GET3_HUMAN,GET3
BUB1_HUMAN,BUB1
BUB3_HUMAN,BUB3
AKA7A_HUMAN,AKAP7
PLPP2_HUMAN,PLPP2
SIGL6_HUMAN,SIGLEC6
ST1B1_HUMAN,SULT1B1
ACTN4_HUMAN,ACTN4
MAAI_HUMAN,GSTZ1
BUD23_HUMAN,BUD23
TLX3_HUMAN,TLX3
TRIA1_HUMAN,TRIAP1
GATC_HUMAN,GATC
HTSF1_HUMAN,HTATSF1
ERD23_HUMAN,KDELR3
CIKS_HUMAN,TRAF3IP2
CYH3_HUMAN,CYTH3
AAKB2_HUMAN,PRKAB2
CHP2_HUMAN,CHP2
AP1G1_HUMAN,AP1G1
OR1F1_HUMAN,OR1F1
STX6_HUMAN,STX6
SNG1_HUMAN,SYNGR1
SNG2_HUMAN,SYNGR2
SNG3_HUMAN,SYNGR3
TLX2_HUMAN,TLX2
SGTA_HUMAN,SGTA
LIAS_HUMAN,LIAS
ENSA_HUMAN,ENSA
MCAT_HUMAN,SLC25A20
SYNC_HUMAN,NARS1
DYRK3_HUMAN,DYRK3
KRT86_HUMAN,KRT86
SPOP_HUMAN,SPOP
MYO1B_HUMAN,MYO1B
SSNA1_HUMAN,SSNA1
PM34_HUMAN,SLC25A17
CPSF5_HUMAN,NUDT21
LANC1_HUMAN,LANCL1
STRN_HUMAN,STRN
U3IP2_HUMAN,RRP9
SCO2_HUMAN,SCO2
HYAL3_HUMAN,HYAL3
CF410_HUMAN,CFAP410
AKAP8_HUMAN,AKAP8
B3GT2_HUMAN,B3GALT2
ANGL7_HUMAN,ANGPTL7
ZBT14_HUMAN,ZBTB14
IDH3B_HUMAN,IDH3B
NRDC_HUMAN,NRDC
CALU_HUMAN,CALU
EDIL3_HUMAN,EDIL3
ATP9B_HUMAN,ATP9B
SAHH2_HUMAN,AHCYL1
CD5L_HUMAN,CD5L
S28A2_HUMAN,SLC28A2
CREB3_HUMAN,CREB3
XPP2_HUMAN,XPNPEP2
KIF1C_HUMAN,KIF1C
TLL1_HUMAN,TLL1
PRIC3_HUMAN,PRICKLE3
GAS2_HUMAN,GAS2
EXTL3_HUMAN,EXTL3
ORC5_HUMAN,ORC5
TYOBP_HUMAN,TYROBP
VEGFD_HUMAN,VEGFD
CHST1_HUMAN,CHST1
AIRE_HUMAN,AIRE
NDUS5_HUMAN,NDUFS5
EFNA2_HUMAN,EFNA2
PDE6D_HUMAN,PDE6D
CXL13_HUMAN,CXCL13
ORC4_HUMAN,ORC4
PEX1_HUMAN,PEX1
RAD21_HUMAN,RAD21
AK1BA_HUMAN,AKR1B10
TIM8A_HUMAN,TIMM8A
KALRN_HUMAN,KALRN
DHX16_HUMAN,DHX16
ZNRD2_HUMAN,ZNRD2
TM11D_HUMAN,TMPRSS11D
MYPT2_HUMAN,PPP1R12B
BNI3L_HUMAN,BNIP3L
3BP5_HUMAN,SH3BP5
PLIN1_HUMAN,PLIN1
AGRB2_HUMAN,ADGRB2
AGRB3_HUMAN,ADGRB3
H6ST1_HUMAN,HS6ST1
MED14_HUMAN,MED14
SOX15_HUMAN,SOX15
KPRB_HUMAN,PRPSAP2
FGF17_HUMAN,FGF17
KLK8_HUMAN,KLK8
PRKN_HUMAN,PRKN
SMCA5_HUMAN,SMARCA5
ADCY3_HUMAN,ADCY3
GRIN2_HUMAN,GPRIN2
JIP4_HUMAN,SPAG9
ZN292_HUMAN,ZNF292
KIF5C_HUMAN,KIF5C
ST18_HUMAN,ST18
NUAK1_HUMAN,NUAK1
MGRN1_HUMAN,MGRN1
SI1L3_HUMAN,SIPA1L3
ZC3H1_HUMAN,ZFC3H1
TYW4_HUMAN,LCMT2
TRAK2_HUMAN,TRAK2
KATIP_HUMAN,KATNIP
ZN500_HUMAN,ZNF500
AQR_HUMAN,AQR
MAST3_HUMAN,MAST3
CE104_HUMAN,CEP104
AT10A_HUMAN,ATP10A
OPA1_HUMAN,OPA1
ZEB2_HUMAN,ZEB2
GANP_HUMAN,MCM3AP
PI51C_HUMAN,PIP5K1C
KIF1B_HUMAN,KIF1B
MABP1_HUMAN,MAPKBP1
MARH6_HUMAN,MARCHF6
KDM1A_HUMAN,KDM1A
TBCD4_HUMAN,TBC1D4
PHLP1_HUMAN,PHLPP1
FZD6_HUMAN,FZD6
NUPR1_HUMAN,NUPR1
CCG3_HUMAN,CACNG3
HBP1_HUMAN,HBP1
GDF9_HUMAN,GDF9
NMD3B_HUMAN,GRIN3B
NOBOX_HUMAN,NOBOX
AT8B3_HUMAN,ATP8B3
FADS1_HUMAN,FADS1
PEPL_HUMAN,PPL
GSDME_HUMAN,GSDME
EVI5_HUMAN,EVI5
LY75_HUMAN,LY75
NRP2_HUMAN,NRP2
DSCAM_HUMAN,DSCAM
MA1A2_HUMAN,MAN1A2
BRNP1_HUMAN,BRINP1
G137B_HUMAN,GPR137B
DLX3_HUMAN,DLX3
ZIC3_HUMAN,ZIC3
PLXC1_HUMAN,PLXNC1
MPZL2_HUMAN,MPZL2
ACSL4_HUMAN,ACSL4
SNX3_HUMAN,SNX3
CUBN_HUMAN,CUBN
DOK2_HUMAN,DOK2
STX10_HUMAN,STX10
NPHN_HUMAN,NPHS1
OGA_HUMAN,OGA
ADCY9_HUMAN,ADCY9
VINEX_HUMAN,SORBS3
HNRPQ_HUMAN,SYNCRIP
TPST1_HUMAN,TPST1
PRP17_HUMAN,CDC40
B4GT3_HUMAN,B4GALT3
B4GT4_HUMAN,B4GALT4
CRBL2_HUMAN,CREBL2
NEMF_HUMAN,NEMF
CIDEA_HUMAN,CIDEA
GMDS_HUMAN,GMDS
FOXD2_HUMAN,FOXD2
NMT2_HUMAN,NMT2
CCNT1_HUMAN,CCNT1
GREM1_HUMAN,GREM1
BUB1B_HUMAN,BUB1B
PLOD3_HUMAN,PLOD3
IF4E2_HUMAN,EIF4E2
CCNT2_HUMAN,CCNT2
TLR5_HUMAN,TLR5
TLR2_HUMAN,TLR2
GFRA3_HUMAN,GFRA3
DIAP1_HUMAN,DIAPH1
SEP15_HUMAN,SELENOF
TSN1_HUMAN,TSPAN1
TSN2_HUMAN,TSPAN2
AP180_HUMAN,SNAP91
EXOC3_HUMAN,EXOC3
UD19_HUMAN,UGT1A9
PDE8A_HUMAN,PDE8A
KLH41_HUMAN,KLHL41
LMX1B_HUMAN,LMX1B
PLIN3_HUMAN,PLIN3
FAIM3_HUMAN,FCMR
MOT2_HUMAN,SLC16A7
RAD1_HUMAN,RAD1
REV3L_HUMAN,REV3L
JAK2_HUMAN,JAK2
MAFK_HUMAN,MAFK
ANM3_HUMAN,PRMT3
MUSC_HUMAN,MSC
PEX10_HUMAN,PEX10
IMA7_HUMAN,KPNA6
SRPX2_HUMAN,SRPX2
UGDH_HUMAN,UGDH
TPST2_HUMAN,TPST2
ABCC9_HUMAN,ABCC9
LPXN_HUMAN,LPXN
CTND1_HUMAN,CTNND1
NCKX1_HUMAN,SLC24A1
ICMT_HUMAN,ICMT
CC14B_HUMAN,CDC14B
PLPL9_HUMAN,PLA2G6
HCN1_HUMAN,HCN1
SNX2_HUMAN,SNX2
GALR3_HUMAN,GALR3
CYTIP_HUMAN,CYTIP
HPGDS_HUMAN,HPGDS
DPM1_HUMAN,DPM1
USO1_HUMAN,USO1
S19A2_HUMAN,SLC19A2
RT14_HUMAN,MRPS14
TOM1_HUMAN,TOM1
TBX19_HUMAN,TBX19
HNRC1_HUMAN,HNRNPCL1
H2B1K_HUMAN,H2BC12
F262_HUMAN,PFKFB2
CCD22_HUMAN,CCDC22
PQBP1_HUMAN,PQBP1
PAGE4_HUMAN,PAGE4
TI17B_HUMAN,TIMM17B
PRAF2_HUMAN,PRAF2
DKC1_HUMAN,DKC1
CAC1F_HUMAN,CACNA1F
IF2P_HUMAN,EIF5B
ZG16_HUMAN,ZG16
TRI13_HUMAN,TRIM13
GAS7_HUMAN,GAS7
EDF1_HUMAN,EDF1
KIN17_HUMAN,KIN
DIAP2_HUMAN,DIAPH2
SH21A_HUMAN,SH2D1A
MMP20_HUMAN,MMP20
G37L1_HUMAN,GPR37L1
DNJA2_HUMAN,DNAJA2
BRD4_HUMAN,BRD4
CUTA_HUMAN,CUTA
OPHN1_HUMAN,OPHN1
RAMP1_HUMAN,RAMP1
RAMP2_HUMAN,RAMP2
RAMP3_HUMAN,RAMP3
SHOX2_HUMAN,SHOX2
NSMA_HUMAN,SMPD2
TBL1X_HUMAN,TBL1X
B4GT2_HUMAN,B4GALT2
CATL2_HUMAN,CTSV
HUS1_HUMAN,HUS1
PFD1_HUMAN,PFDN1
PP1RB_HUMAN,PPP1R11
KCJ13_HUMAN,KCNJ13
RNH1_HUMAN,RNASEH1
CTNS_HUMAN,CTNS
NBN_HUMAN,NBN
NOL3_HUMAN,NOL3
KERA_HUMAN,KERA
SCN2B_HUMAN,SCN2B
DTNB_HUMAN,DTNB
MCE1_HUMAN,RNGTT
FCG3B_HUMAN,FCGR3B
LIRA1_HUMAN,LILRA1
LIRB3_HUMAN,LILRB3
LIRB5_HUMAN,LILRB5
ABCB7_HUMAN,ABCB7
MITF_HUMAN,MITF
HSF2B_HUMAN,HSF2BP
KI21B_HUMAN,KIF21B
PLCH2_HUMAN,PLCH2
SRGP2_HUMAN,SRGAP2
PLXA2_HUMAN,PLXNA2
CAPON_HUMAN,NOS1AP
IGSF3_HUMAN,IGSF3
SDC3_HUMAN,SDC3
AUXI_HUMAN,DNAJC6
XYLK_HUMAN,FAM20B
TMCC2_HUMAN,TMCC2
FKTN_HUMAN,FKTN
LRP3_HUMAN,LRP3
ADA23_HUMAN,ADAM23
ADA11_HUMAN,ADAM11
MTG16_HUMAN,CBFA2T3
WDR1_HUMAN,WDR1
FZD7_HUMAN,FZD7
SLIT1_HUMAN,SLIT1
SLIT3_HUMAN,SLIT3
LRP4_HUMAN,LRP4
AOC2_HUMAN,AOC2
ATP9A_HUMAN,ATP9A
LDB3_HUMAN,LDB3
N4BP1_HUMAN,N4BP1
ROCK2_HUMAN,ROCK2
MFA3L_HUMAN,MFAP3L
CLAP2_HUMAN,CLASP2
PTCD1_HUMAN,PTCD1
COBL_HUMAN,COBL
ASTN2_HUMAN,ASTN2
CPNE3_HUMAN,CPNE3
ZBED4_HUMAN,ZBED4
DEPD5_HUMAN,DEPDC5
ATG13_HUMAN,ATG13
ICOSL_HUMAN,ICOSLG
LIPA3_HUMAN,PPFIA3
HIP1R_HUMAN,HIP1R
OBSL1_HUMAN,OBSL1
BRE1B_HUMAN,RNF40
PHF2_HUMAN,PHF2
ZC11A_HUMAN,ZC3H11A
RFIP3_HUMAN,RAB11FIP3
CAND2_HUMAN,CAND2
SOCS5_HUMAN,SOCS5
NPHP4_HUMAN,NPHP4
KDM4A_HUMAN,KDM4A
DJC13_HUMAN,DNAJC13
PHAR2_HUMAN,PHACTR2
PP6R2_HUMAN,PPP6R2
ATS4_HUMAN,ADAMTS4
CNOT3_HUMAN,CNOT3
CREST_HUMAN,SS18L1
ANR17_HUMAN,ANKRD17
SIN3B_HUMAN,SIN3B
AT2C2_HUMAN,ATP2C2
DNJB6_HUMAN,DNAJB6
XYLB_HUMAN,XYLB
PX11A_HUMAN,PEX11A
LRP5_HUMAN,LRP5
TM127_HUMAN,TMEM127
COQ9_HUMAN,COQ9
GGCT_HUMAN,GGCT
NDUS7_HUMAN,NDUFS7
GA45B_HUMAN,GADD45B
RTN2_HUMAN,RTN2
NDUS2_HUMAN,NDUFS2
CAD16_HUMAN,CDH16
UDB11_HUMAN,UGT2B11
GLRA3_HUMAN,GLRA3
ZPR1_HUMAN,ZPR1
UBP12_HUMAN,USP12
DUS11_HUMAN,DUSP11
NIPS2_HUMAN,NIPSNAP2
SNN_HUMAN,SNN
SEM7A_HUMAN,SEMA7A
HMMR_HUMAN,HMMR
LIPA2_HUMAN,PPFIA2
CILP1_HUMAN,CILP
PDCD6_HUMAN,PDCD6
LX12B_HUMAN,ALOX12B
FKBP6_HUMAN,FKBP6
TBCA_HUMAN,TBCA
VATG1_HUMAN,ATP6V1G1
VPS4B_HUMAN,VPS4B
ENTP6_HUMAN,ENTPD6
ENTP3_HUMAN,ENTPD3
ENTP5_HUMAN,ENTPD5
PROP1_HUMAN,PROP1
ZN217_HUMAN,ZNF217
PITX3_HUMAN,PITX3
TP4A3_HUMAN,PTP4A3
AVIL_HUMAN,AVIL
H2AY_HUMAN,MACROH2A1
FLNB_HUMAN,FLNB
NCOR1_HUMAN,NCOR1
VAMP4_HUMAN,VAMP4
NDUS6_HUMAN,NDUFS6
PEX14_HUMAN,PEX14
TRIM3_HUMAN,TRIM3
ULK1_HUMAN,ULK1
TULP3_HUMAN,TULP3
LAT3_HUMAN,SLC43A1
CISY_HUMAN,CS
SC22B_HUMAN,SEC22B
DEAF1_HUMAN,DEAF1
PR40A_HUMAN,PRPF40A
HYPM_HUMAN,H2AP
TACC1_HUMAN,TACC1
NDK6_HUMAN,NME6
DPOLQ_HUMAN,POLQ
CDC45_HUMAN,CDC45
GGYF1_HUMAN,GIGYF1
MSPD3_HUMAN,MOSPD3
LRCH4_HUMAN,LRCH4
MTX2_HUMAN,MTX2
VP26A_HUMAN,VPS26A
NDUB1_HUMAN,NDUFB1
MPPB_HUMAN,PMPCB
TECTA_HUMAN,TECTA
MAF_HUMAN,MAF
USH2A_HUMAN,USH2A
SAP30_HUMAN,SAP30
MED24_HUMAN,MED24
KTNA1_HUMAN,KATNA1
RDH16_HUMAN,RDH16
ERN1_HUMAN,ERN1
E2F6_HUMAN,E2F6
CRLF1_HUMAN,CRLF1
NR1I2_HUMAN,NR1I2
LGR5_HUMAN,LGR5
PSIP1_HUMAN,PSIP1
ERLN1_HUMAN,ERLIN1
SUPT3_HUMAN,SUPT3H
GPC4_HUMAN,GPC4
NDUS3_HUMAN,NDUFS3
SRS10_HUMAN,SRSF10
GEMI_HUMAN,GMNN
CLN5_HUMAN,CLN5
HSBP1_HUMAN,HSBP1
CLD11_HUMAN,CLDN11
TNR21_HUMAN,TNFRSF21
ECI2_HUMAN,ECI2
KHDR3_HUMAN,KHDRBS3
TADA3_HUMAN,TADA3
TAF5L_HUMAN,TAF5L
EED_HUMAN,EED
BAF_HUMAN,BANF1
SF3B1_HUMAN,SF3B1
CSDE1_HUMAN,CSDE1
DAB1_HUMAN,DAB1
WBP4_HUMAN,WBP4
SG2A1_HUMAN,SCGB2A1
STX11_HUMAN,STX11
SKAP2_HUMAN,SKAP2
JERKY_HUMAN,JRK
PRKRA_HUMAN,PRKRA
RPC9_HUMAN,CRCP
ITA10_HUMAN,ITGA10
LRP6_HUMAN,LRP6
KS6A5_HUMAN,RPS6KA5
MED6_HUMAN,MED6
MYCB2_HUMAN,MYCBP2
FOXH1_HUMAN,FOXH1
PGRP1_HUMAN,PGLYRP1
KBL_HUMAN,GCAT
SPAG6_HUMAN,SPAG6
GCM2_HUMAN,GCM2
UBP2_HUMAN,USP2
NPM3_HUMAN,NPM3
LYPA1_HUMAN,LYPLA1
LFTY1_HUMAN,LEFTY1
ERAL1_HUMAN,ERAL1
DEDD_HUMAN,DEDD
PRDM1_HUMAN,PRDM1
CREG1_HUMAN,CREG1
UPK3A_HUMAN,UPK3A
FCN3_HUMAN,FCN3
CTAG2_HUMAN,CTAG2
U520_HUMAN,SNRNP200
MTU1_HUMAN,TRMU
TIPRL_HUMAN,TIPRL
OFD1_HUMAN,OFD1
TM1L1_HUMAN,TOM1L1
KS6A4_HUMAN,RPS6KA4
RFPL1_HUMAN,RFPL1
RFPL3_HUMAN,RFPL3
PPM1B_HUMAN,PPM1B
ADAP1_HUMAN,ADAP1
UTP20_HUMAN,UTP20
NU155_HUMAN,NUP155
XRP2_HUMAN,RP2
CXB3_HUMAN,GJB3
STK16_HUMAN,STK16
WDHD1_HUMAN,WDHD1
CRTAP_HUMAN,CRTAP
CMC1_HUMAN,SLC25A12
P3C2G_HUMAN,PIK3C2G
S22A3_HUMAN,SLC22A3
B3GL1_HUMAN,B3GALNT1
TRPA1_HUMAN,TRPA1
RA51D_HUMAN,RAD51D
PALM_HUMAN,PALM
RHBL1_HUMAN,RHBDL1
RENR_HUMAN,ATP6AP2
GRAP2_HUMAN,GRAP2
RNH2A_HUMAN,RNASEH2A
UDB17_HUMAN,UGT2B17
ZMY10_HUMAN,ZMYND10
PR15A_HUMAN,PPP1R15A
CAN15_HUMAN,CAPN15
BCAR3_HUMAN,BCAR3
POP7_HUMAN,POP7
RPP40_HUMAN,RPP40
EIF3G_HUMAN,EIF3G
EIF3J_HUMAN,EIF3J
CBR3_HUMAN,CBR3
CNMD_HUMAN,CNMD
PSD10_HUMAN,PSMD10
CIB2_HUMAN,CIB2
KLF7_HUMAN,KLF7
UPK1B_HUMAN,UPK1B
AP1G2_HUMAN,AP1G2
FACE1_HUMAN,ZMPSTE24
SC5D_HUMAN,SC5D
PPR37_HUMAN,PPP1R37
TPC6A_HUMAN,TRAPPC6A
CEAM4_HUMAN,CEACAM4
IDHC_HUMAN,IDH1
GATB_HUMAN,GATB
SCO1_HUMAN,SCO1
CP7B1_HUMAN,CYP7B1
ATRN_HUMAN,ATRN
RBBP9_HUMAN,RBBP9
STAM2_HUMAN,STAM2
TNF13_HUMAN,TNFSF13
AL1L1_HUMAN,ALDH1L1
TUSC2_HUMAN,TUSC2
ST1C4_HUMAN,SULT1C4
GABR2_HUMAN,GABBR2
MMP23_HUMAN,MMP23B
DGAT1_HUMAN,DGAT1
SOAT2_HUMAN,SOAT2
CCNK_HUMAN,CCNK
DHRS3_HUMAN,DHRS3
DGKI_HUMAN,DGKI
PAK3_HUMAN,PAK3
PRAF3_HUMAN,ARL6IP5
RGS9_HUMAN,RGS9
SERF1_HUMAN,SERF1A
DYSF_HUMAN,DYSF
PIAS1_HUMAN,PIAS1
PIAS2_HUMAN,PIAS2
SPF27_HUMAN,BCAS2
DCTN3_HUMAN,DCTN3
BODG_HUMAN,BBOX1
DNJC8_HUMAN,DNAJC8
SPF30_HUMAN,SMNDC1
RAD17_HUMAN,RAD17
LYZL6_HUMAN,LYZL6
CABYR_HUMAN,CABYR
FLOT1_HUMAN,FLOT1
TRIO_HUMAN,TRIO
AKAP3_HUMAN,AKAP3
MPDZ_HUMAN,MPDZ
SNPC5_HUMAN,SNAPC5
CBPD_HUMAN,CPD
GLRX3_HUMAN,GLRX3
KRT34_HUMAN,KRT34
KRT36_HUMAN,KRT36
KRT37_HUMAN,KRT37
KRT38_HUMAN,KRT38
RL1D1_HUMAN,RSL1D1
WFS1_HUMAN,WFS1
ANXA9_HUMAN,ANXA9
CLPX_HUMAN,CLPX
NCTR1_HUMAN,NCR1
CDKL5_HUMAN,CDKL5
NEBL_HUMAN,NEBL
NEUL1_HUMAN,NEURL1
S14L2_HUMAN,SEC14L2
STC2_HUMAN,STC2
ERG24_HUMAN,TM7SF2
RNF8_HUMAN,RNF8
SYUG_HUMAN,SNCG
CIAO1_HUMAN,CIAO1
PDE5A_HUMAN,PDE5A
DFFB_HUMAN,DFFB
CCN5_HUMAN,CCN5
ZFAN5_HUMAN,ZFAND5
RGS20_HUMAN,RGS20
S22A5_HUMAN,SLC22A5
PDE9A_HUMAN,PDE9A
BEST1_HUMAN,BEST1
FGF18_HUMAN,FGF18
SRP72_HUMAN,SRP72
JTB_HUMAN,JTB
CYTF_HUMAN,CST7
DXO_HUMAN,DXO
TRPM2_HUMAN,TRPM2
DDAH1_HUMAN,DDAH1
RECQ4_HUMAN,RECQL4
RECQ5_HUMAN,RECQL5
RMP_HUMAN,URI1
B3GA3_HUMAN,B3GAT3
ST17B_HUMAN,STK17B
ECM2_HUMAN,ECM2
MTA2_HUMAN,MTA2
DPM2_HUMAN,DPM2
AQP8_HUMAN,AQP8
CNTN5_HUMAN,CNTN5
UBP1_HUMAN,USP1
AL1A2_HUMAN,ALDH1A2
STK10_HUMAN,STK10
ACL6B_HUMAN,ACTL6B
KPCD3_HUMAN,PRKD3
GFPT2_HUMAN,GFPT2
RGS11_HUMAN,RGS11
TPPP_HUMAN,TPPP
BAIP3_HUMAN,BAIAP3
SLIT2_HUMAN,SLIT2
ATG12_HUMAN,ATG12
NOL4_HUMAN,NOL4
LTN1_HUMAN,LTN1
AT10B_HUMAN,ATP10B
TOM70_HUMAN,TOMM70
PKHG5_HUMAN,PLEKHG5
IPO13_HUMAN,IPO13
DDHD2_HUMAN,DDHD2
MYO1D_HUMAN,MYO1D
TOX4_HUMAN,TOX4
RHBT1_HUMAN,RHOBTB1
DEND_HUMAN,DDN
MICA2_HUMAN,MICAL2
SC24D_HUMAN,SEC24D
NFASC_HUMAN,NFASC
ST65G_HUMAN,SUPT7L
FCSD2_HUMAN,FCHSD2
UFL1_HUMAN,UFL1
SRBS2_HUMAN,SORBS2
TMCC1_HUMAN,TMCC1
SASH1_HUMAN,SASH1
CSCL1_HUMAN,TMEM63A
FARP2_HUMAN,FARP2
UBXN7_HUMAN,UBXN7
LRIG2_HUMAN,LRIG2
TOX_HUMAN,TOX
SUN1_HUMAN,SUN1
ERLN2_HUMAN,ERLIN2
PRP6_HUMAN,PRPF6
DKK1_HUMAN,DKK1
AGRL1_HUMAN,ADGRL1
ABCA8_HUMAN,ABCA8
FRYL_HUMAN,FRYL
NFAT5_HUMAN,NFAT5
CDK14_HUMAN,CDK14
GLCE_HUMAN,GLCE
GLSK_HUMAN,GLS
HAUS5_HUMAN,HAUS5
ABLM3_HUMAN,ABLIM3
SLIK3_HUMAN,SLITRK3
RNF37_HUMAN,UBOX5
KDM4B_HUMAN,KDM4B
RHBT3_HUMAN,RHOBTB3
SO2B1_HUMAN,SLCO2B1
SOGA1_HUMAN,SOGA1
UBP19_HUMAN,USP19
TRI37_HUMAN,TRIM37
AP2A2_HUMAN,AP2A2
SC31A_HUMAN,SEC31A
CMTA2_HUMAN,CAMTA2
CSTN1_HUMAN,CLSTN1
CE152_HUMAN,CEP152
ARHGF_HUMAN,ARHGEF15
SLIK5_HUMAN,SLITRK5
HEXI1_HUMAN,HEXIM1
SOX30_HUMAN,SOX30
UPP2_HUMAN,UPP2
OR2A4_HUMAN,OR2A4
ZO3_HUMAN,TJP3
INMT_HUMAN,INMT
DIRA1_HUMAN,DIRAS1
RPP14_HUMAN,RPP14
CCNB2_HUMAN,CCNB2
KCNK2_HUMAN,KCNK2
YIF1A_HUMAN,YIF1A
UBR5_HUMAN,UBR5
REC8_HUMAN,REC8
FSBP_HUMAN,FSBP
NKX22_HUMAN,NKX2
SCAF4_HUMAN,SCAF4
ZN202_HUMAN,ZNF202
S1PR2_HUMAN,S1PR2
NDUB6_HUMAN,NDUFB6
MFN2_HUMAN,MFN2
DUS14_HUMAN,DUSP14
SPN1_HUMAN,SNUPN
TNF15_HUMAN,TNFSF15
RIMB1_HUMAN,TSPOAP1
ARK73_HUMAN,AKR7A3
UBE4B_HUMAN,UBE4B
ZFPL1_HUMAN,ZFPL1
ELP1_HUMAN,ELP1
GBRAP_HUMAN,GABARAP
NDUA3_HUMAN,NDUFA3
NDUB4_HUMAN,NDUFB4
NDUB8_HUMAN,NDUFB8
SCEL_HUMAN,SCEL
NDUB2_HUMAN,NDUFB2
CAC1H_HUMAN,CACNA1H
NDUA7_HUMAN,NDUFA7
VAMP5_HUMAN,VAMP5
UNC5C_HUMAN,UNC5C
CSPG5_HUMAN,CSPG5
RTN3_HUMAN,RTN3
KLHL2_HUMAN,KLHL2
ZN205_HUMAN,ZNF205
LETM1_HUMAN,LETM1
PCDH8_HUMAN,PCDH8
EPN2_HUMAN,EPN2
STBD1_HUMAN,STBD1
LERL1_HUMAN,LEPROTL1
ZRAB2_HUMAN,ZRANB2
SNX4_HUMAN,SNX4
ZWINT_HUMAN,ZWINT
VENTX_HUMAN,VENTX
LC7L3_HUMAN,LUC7L3
KI20A_HUMAN,KIF20A
APOL3_HUMAN,APOL3
LRAT_HUMAN,LRAT
SPDEF_HUMAN,SPDEF
KIF4A_HUMAN,KIF4A
MBD4_HUMAN,MBD4
MTMR5_HUMAN,SBF1
GOSR1_HUMAN,GOSR1
KAT7_HUMAN,KAT7
MRP6_HUMAN,ABCC6
I18RA_HUMAN,IL18RAP
GA45G_HUMAN,GADD45G
UCP5_HUMAN,SLC25A14
KCNH1_HUMAN,KCNH1
PDE8B_HUMAN,PDE8B
5HT3B_HUMAN,HTR3B
GRP1_HUMAN,RASGRP1
TNKS1_HUMAN,TNKS
CCDB1_HUMAN,CCNDBP1
LYPD3_HUMAN,LYPD3
EPM2A_HUMAN,EPM2A
KCNK5_HUMAN,KCNK5
VAPB_HUMAN,VAPB
RASL1_HUMAN,RASAL1
SNAPN_HUMAN,SNAPIN
MPZL1_HUMAN,MPZL1
NDUC2_HUMAN,NDUFC2
NDUAA_HUMAN,NDUFA10
FKBP9_HUMAN,FKBP9
CELF2_HUMAN,CELF2
PAPS2_HUMAN,PAPSS2
ABCBB_HUMAN,ABCB11
SIX3_HUMAN,SIX3
SMC2_HUMAN,SMC2
ATG7_HUMAN,ATG7
TACC2_HUMAN,TACC2
TRI16_HUMAN,TRIM16
SYFM_HUMAN,FARS2
ZBT7A_HUMAN,ZBTB7A
LYPA2_HUMAN,LYPLA2
IPO7_HUMAN,IPO7
ARI2_HUMAN,ARIH2
CXB5_HUMAN,GJB5
TFIP8_HUMAN,TNFAIP8
M3K6_HUMAN,MAP3K6
CCN4_HUMAN,CCN4
CCN6_HUMAN,CCN6
GDF11_HUMAN,GDF11
SLU7_HUMAN,SLU7
BMP10_HUMAN,BMP10
AGM1_HUMAN,PGM3
GCNT3_HUMAN,GCNT3
MOCS3_HUMAN,MOCS3
RPGF3_HUMAN,RAPGEF3
UTS2_HUMAN,UTS2
CD2B2_HUMAN,CD2BP2
MED26_HUMAN,MED26
ZFYV9_HUMAN,ZFYVE9
CNIH1_HUMAN,CNIH1
TNF6B_HUMAN,TNFRSF6B
ZIC2_HUMAN,ZIC2
BRI3_HUMAN,BRI3
SOX14_HUMAN,SOX14
SVIL_HUMAN,SVIL
PIGN_HUMAN,PIGN
PPN_HUMAN,PAPLN
BAG4_HUMAN,BAG4
AHSA1_HUMAN,AHSA1
NPT2B_HUMAN,SLC34A2
APOM_HUMAN,APOM
LCA5L_HUMAN,LCA5L
ATS2_HUMAN,ADAMTS2
CXB6_HUMAN,GJB6
PARN_HUMAN,PARN
PSMG1_HUMAN,PSMG1
MATN4_HUMAN,MATN4
LARG1_HUMAN,LARGE1
FMNL1_HUMAN,FMNL1
GNAS3_HUMAN,GNAS
SGPL1_HUMAN,SGPL1
CLD7_HUMAN,CLDN7
SIX6_HUMAN,SIX6
CNEP1_HUMAN,CTDNEP1
ABCA1_HUMAN,ABCA1
G6PE_HUMAN,H6PD
CLD9_HUMAN,CLDN9
SC24A_HUMAN,SEC24A
SC24B_HUMAN,SEC24B
AGRL2_HUMAN,ADGRL2
VNN1_HUMAN,VNN1
VNN2_HUMAN,VNN2
CLD14_HUMAN,CLDN14
CBX6_HUMAN,CBX6
GTR10_HUMAN,SLC2A10
NADK_HUMAN,NADK
TYDP2_HUMAN,TDP2
SFT2B_HUMAN,SFT2D2
MPC2_HUMAN,MPC2
MET18_HUMAN,METTL18
ETHE1_HUMAN,ETHE1
ACSL3_HUMAN,ACSL3
KLF8_HUMAN,KLF8
RPA1_HUMAN,POLR1A
PCNT_HUMAN,PCNT
YETS4_HUMAN,YEATS4
ADCY5_HUMAN,ADCY5
CNOT4_HUMAN,CNOT4
STABP_HUMAN,STAMBP
NET1_HUMAN,NTN1
FSTL3_HUMAN,FSTL3
CPSF4_HUMAN,CPSF4
NFAC1_HUMAN,NFATC1
